,Name,Author,num_page,Language,User_rating,rating_num,Reviews,Genre_1,G_1_id,fiction,non_fiction,Genre_2,Genre_3,Year,Publisher
1919,A Knight in Shining Armor,Jude Deveraux,464,English,4.2,35165,2410,Romance,3,1,0,Romance,Historical Romance,2002,Pocket Books
1920,Vampire Princess Rising,Jami Brumfield,326,English,4.33,233,33,Paranormal,12,1,0,Vampires,Paranormal,2014,Beau Coup Publishing llc
1921,Dark Visions,L.J. Smith,732,English,4.19,37435,1118,Young Adult,2,1,0,Fantasy,Fantasy,2009,Simon & Schuster
1922,Porno,Irvine Welsh,600,Spanish,3.79,26684,618,Fiction,1,1,0,Contemporary,Dark,2006,Anagrama
1923,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,224,English,3.92,717408,42307,Nonfiction,5,0,1,Self Help,Psychology,2016,Harper
1924,Seraphina,Rachel Hartman,499,English,3.92,89393,8376,Fantasy,0,1,0,Young Adult,Fantasy,2013,Random House Books for Young Readers
1925,Witches Abroad,Terry Pratchett,374,English,4.19,83210,2306,Fantasy,0,1,0,Fiction,Humor,2002,HarperTorch
1926,The Prince and the Pauper,Mark Twain,240,English,3.86,111240,2355,Classics,4,1,0,Fiction,Historical,2002,Signet
1927,Quicksilver,Neal Stephenson,927,English,3.87,43334,2160,Fiction,1,1,0,Historical,Historical Fiction,2004,HarperCollins Perennial
1928,The Doors of Perception & Heaven and Hell,Aldous Huxley,187,English,3.9,42562,1480,Philosophy,16,0,1,Nonfiction,Psychology,2004,Harper Perennial Modern Classics
1929,Circus of the Damned,Laurell K. Hamilton,320,English,4.15,92193,1707,Fantasy,0,1,0,Urban Fantasy,Paranormal,2007,Berkley
1930,Om Chanting and Meditation,Amit Ray,113,English,3.67,2182,117,Spirituality,-1,1,0,Self Help,Inspirational,2010,Inner Light Publishers
1931,Neverseen,Shannon Messenger,672,English,4.64,23093,1714,Fantasy,0,1,0,Childrens,Middle Grade,2015,Aladdin
1932,تراب الماس,أحمد مراد,389,Arabic,4.06,54021,4479,Fiction,1,1,0,Novels,Mystery,2010,دار الشروق
1933,Magic Study,Maria V. Snyder,392,English,4.02,78055,4986,Fantasy,0,1,0,Young Adult,Fantasy,2006,Luna
1934,The Priory of the Orange Tree,Samantha Shannon,848,English,4.22,77180,14204,Fantasy,0,1,0,LGBT,Fiction,2019,Bloomsbury Publishing
1935,The Body Finder,Kimberly Derting,327,English,3.92,57235,4004,Young Adult,2,1,0,Fantasy,Paranormal,2010,Harper
1936,The Mammoth Hunters,Jean M. Auel,688,English,3.92,66859,1748,Historical,6,1,0,Historical Fiction,Fiction,2002,Bantam
1937,Cold Comfort Farm,Stella Gibbons,233,English,3.89,46249,3735,Fiction,1,1,0,Classics,Humor,2006,Penguin Classics
1938,Horns,Joe Hill,370,English,3.93,107223,8919,Horror,9,1,0,Fiction,Fantasy,2010,William Morrow
1939,Eye for Eye,J.K. Franko,432,English,4.28,7021,165,Fiction,1,1,0,Thriller,Contemporary,2019,Talion Publishing
1940,Replay,Ken Grimwood,311,English,4.14,38974,3701,Fiction,1,1,0,Science Fiction,Science Fiction,1998,William Morrow Paperbacks
1941,This Man Confessed,Jodi Ellen Malpas,501,English,4.39,79065,4134,Romance,3,1,0,Adult Fiction,Erotica,2013,Forever
1942,Cirque du Freak: A Living Nightmare,Darren Shan,272,English,4.08,53349,3653,Fantasy,0,1,0,Young Adult,Horror,2002,"Little, Brown Young Readers"
1943,Leaving Paradise,Simone Elkeles,303,English,4,42056,2454,Young Adult,2,1,0,Romance,Contemporary,2007,Flux
1944,Little Fires Everywhere,Celeste Ng,368,English,4.09,908757,62543,Fiction,1,1,0,Contemporary,Audiobook,2020,Penguin Books
1945,The War of the End of the World,Mario Vargas Llosa,568,English,4.23,9467,824,Fiction,1,1,0,Historical,Historical Fiction,1986,Faber Faber Inc
1946,Sister Carrie,Theodore Dreiser,580,English,3.76,37809,1563,Classics,4,1,0,Fiction,Literature,1991,W. W. Norton & Company
1947,Radio Silence,Alice Oseman,496,English,4.16,52635,11031,Contemporary,13,0,1,Young Adult,LGBT,2016,Harper Collins Children's Books
1948,Mateguas Island,Linda  Watkins,380,English,3.82,576,126,Horror,9,1,0,Fantasy,Paranormal,2014,Linda Watkins
1949,The Book of Three,Lloyd Alexander,190,English,3.96,79457,3572,Fantasy,0,1,0,Young Adult,Fiction,2006,Square Fish
1950,The 7½ Deaths of Evelyn Hardcastle,Stuart Turton,432,English,3.88,209197,30777,Mystery,8,1,0,Fiction,Thriller,2018,Sourcebooks Landmark
1951,كليلة ودمنة,عبد الله بن المقفع,366,Arabic,4.11,7279,733,Fiction,1,1,0,Classics,Literature,2007,دار الشروق
1952,Wake,Lisa McMann,210,English,3.75,82871,5514,Young Adult,2,1,0,Romance,Fiction,2008,Simon  Schuster Books for Young Readers
1953,Everblaze,Shannon Messenger,624,English,4.57,25006,1724,Fantasy,0,1,0,Childrens,Middle Grade,2014,Aladdin
1954,Blood & Spirits,Dennis Sharpe,310,English,3.51,4952,49,Fantasy,0,1,0,Urban Fantasy,Paranormal,2011,Createspace Independent Publishing Platform
1955,The Mysterious Island,Jules Verne,723,English,4.12,47136,1909,Classics,4,1,0,Fiction,Science Fiction,2004,Modern Library
1956,What Dreams May Come,Richard Matheson,288,English,3.95,12216,1128,Fiction,1,1,0,Fantasy,Romance,2004,Tor Books
1957,Dream Caster,Najeev Raj Nadarajah,362,English,4.14,192,80,Fantasy,0,1,0,Young Adult,Science Fiction,2012,Tor Teen
1958,Blue Moon,Laurell K. Hamilton,418,English,4.04,64758,1103,Fantasy,0,1,0,Urban Fantasy,Paranormal,2002,Berkley Books
1959,The Crimson Petal and the White,Michel Faber,835,English,3.84,44531,3338,Historical,6,1,0,Historical Fiction,Fiction,2003,Canongate Books
1960,Anna Dressed in Blood,Kendare Blake,316,English,3.9,106041,10189,Young Adult,2,1,0,Horror,Fantasy,2011,Tor Teen
1961,Roadside Picnic,Arkady Strugatsky,145,English,4.16,51599,3466,Science Fiction,7,1,0,Fiction,Cultural,2000,Gollancz
1962,La Dame aux Camélias,Alexandre Dumas fils,256,English,4.02,39396,2564,Classics,4,1,0,Fiction,Romance,2000,Oxford University Press
1963,Life After Life,Kate Atkinson,531,English,3.76,213698,25086,Fiction,1,1,0,Historical,Historical Fiction,2013,Reagan Arthur Books
1964,What We Talk About When We Talk About Love,Raymond Carver,159,English,4.12,52608,3868,Short Stories,-1,1,0,Fiction,Classics,1989,Vintage Books
1965,Fool's Fate,Robin Hobb,914,English,4.44,67689,2082,Fantasy,0,1,0,Fiction,Fantasy,2004,Spectra
1966,Between the World and Me,Ta-Nehisi Coates,152,English,4.37,292529,26635,Nonfiction,5,0,1,Autobiography,Memoir,2015,Spiegel & Grau
1967,White Nights,Fyodor Dostoevsky,82,English,4.01,69751,5681,Classics,4,1,0,Fiction,Literature,1848,Berkley
1968,The Couple Next Door,Shari Lapena,308,English,3.8,424469,29663,Thriller,11,1,0,Mystery,Fiction,2016,Pamela Dorman Books
1969,Written in My Own Heart's Blood,Diana Gabaldon,825,English,4.53,106437,7503,Historical,6,1,0,Historical Fiction,Romance,2014,Delacorte Press
1970,Dance Dance Dance,Haruki Murakami,393,English,4.05,73684,4209,Fiction,1,1,0,Cultural,Japan,2002,Vintage
1971,The Fifth Elephant,Terry Pratchett,464,English,4.23,70544,1596,Fantasy,0,1,0,Fiction,Humor,2008,Corgi
1972,A Northern Light,Jennifer Donnelly,396,English,3.82,45834,3698,Historical,6,1,0,Historical Fiction,Young Adult,2004,HMH Books for Young Readers
1973,Lightning,Dean Koontz,384,English,4.07,59967,2239,Horror,9,1,0,Fiction,Thriller,2003,Berkley
1974,Story of the Eye,Georges Bataille,103,English,3.65,18388,1614,Fiction,1,1,0,Cultural,France,2001,City Lights Publishers
1975,Trickster's Choice,Tamora Pierce,448,English,4.19,70199,1536,Fantasy,0,1,0,Young Adult,Fiction,2017,Ember
1976,The Birth of Venus,Sarah Dunant,427,English,3.79,99194,3347,Historical,6,1,0,Historical Fiction,Fiction,2004,Random House
1977,"Out of Sight, Out of Time",Ally Carter,294,English,4.33,52438,2655,Young Adult,2,1,0,Mystery,Romance,2012,Hyperion Book CH
1978,Winter of the World,Ken Follett,940,English,4.34,140717,8419,Historical,6,1,0,Historical Fiction,Fiction,2012,Berkley
1979,First Drop of Crimson,Jeaniene Frost,371,English,4.13,56752,2443,Paranormal,12,1,0,Vampires,Fantasy,2010,Avon Books
1980,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,Gordon B. Hinckley,256,English,4.6,14256,750,Religion,-1,0,1,Nonfiction,Christianity,2001,Harmony
1981,The Pickwick Papers,Charles Dickens,801,English,3.84,26429,1909,Classics,4,1,0,Fiction,Literature,2000,Penguin Classics
1982,Duma Key,Stephen King,611,English,3.94,111203,5975,Horror,9,1,0,Fiction,Thriller,2008,Scribner Book Company
1983,At First Sight,Nicholas Sparks,204,English,3.83,81739,3788,Romance,3,1,0,Fiction,Womens Fiction,2006,Grand Central Publishing
1984,I Am Pilgrim,Terry Hayes,612,English,4.26,141637,11230,Thriller,11,1,0,Fiction,Mystery,2014,Atria/Emily Bestler Books
1985,Lord of Shadows,Cassandra Clare,699,English,4.43,120814,14508,Fantasy,0,1,0,Young Adult,Romance,2017,Margaret K. McElderry Books
1986,The Hundred Secret Senses,Amy Tan,406,English,4,41922,1836,Fiction,1,1,0,Historical,Historical Fiction,1996,Ivy Books
1987,Ask the Dust,John Fante,192,English,4.11,30368,2124,Fiction,1,1,0,Classics,Novels,2006,Ecco
1988,Gandhi: An Autobiography,Mahatma Gandhi,528,English,4.06,63970,2211,Biography,-1,0,1,Nonfiction,History,1993,Beacon Press
1989,Alice in Zombieland,Gena Showalter,404,English,4.02,43196,5294,Young Adult,2,1,0,Horror,Zombies,2012,Harlequin Teen
1990,"The Oresteia: Agamemnon, The Libation Bearers, The Eumenides",Aeschylus,335,English,3.98,39161,1220,Classics,4,1,0,Plays,Drama,1984,Penguin Classics
1991,From Hell,Alan Moore,576,English,4.18,35937,2014,Sequential Art,10,1,0,Graphic Novels,Sequential Art,2007,Knockabout Comics
1992,The Bookseller of Kabul,Åsne Seierstad,288,English,3.74,53873,3436,Nonfiction,5,0,1,Biography,Autobiography,2004,"Little, Brown and Company"
1993,شجرتي شجرة البرتقال الرائعة,José Mauro de Vasconcelos,245,Arabic,4.41,44881,4918,Fiction,1,1,0,Classics,Childrens,2018,مسكيلياني للنشر والتوزيع
1994,The Hobbit,Chuck Dixon,133,English,4.5,185419,1211,Fantasy,0,1,0,Sequential Art,Graphic Novels,1990,Ballantine Books
1995,"South of the Border, West of the Sun",Haruki Murakami,190,English,3.88,100053,6565,Fiction,1,1,0,Cultural,Japan,2006,Vintage
1996,Special Topics in Calamity Physics,Marisha Pessl,514,English,3.71,48775,5430,Fiction,1,1,0,Mystery,Contemporary,2006,Penguin Books Ltd
1997,The Solitaire Mystery,Jostein Gaarder,309,English,4.18,23073,1485,Fiction,1,1,0,Philosophy,Fantasy,1996,Farrar Straus Giroux
1998,Mission: Subhero,Linda    Armstrong,225,Spanish,4.34,2076,23,Contemporary,13,1,0,Novels,Fiction,2017,Edebe
1999,The Van Alen Legacy,Melissa de la Cruz,369,English,3.95,64802,1540,Young Adult,2,1,0,Paranormal,Vampires,2009,Disney/Hyperion
2000,Brighton Rock,Graham Greene,269,English,3.69,34198,1629,Fiction,1,1,0,Classics,Mystery,2004,Vintage
2001,Memories of Ice,Steven Erikson,925,English,4.44,49085,1947,Fantasy,0,1,0,Fantasy,Epic Fantasy,2006,Tor Fantasy
2002,Change of Heart,Jodi Picoult,448,English,3.92,112080,6711,Fiction,1,1,0,Contemporary,Womens Fiction,2008,Atria Books
2003,Marina,Carlos Ruiz Zafón,238,Spanish,4.07,53076,4463,Fiction,1,1,0,Mystery,Young Adult,1999,Edebe
2004,Night Film,Marisha Pessl,640,English,3.79,91439,11161,Mystery,8,1,0,Fiction,Thriller,2014,Random House Trade Paperbacks
2005,Starters,Lissa Price,352,English,3.89,41861,4407,Young Adult,2,1,0,Science Fiction,Dystopia,2012,Delacorte Books for Young Readers
2006,"Love, Stargirl",Jerry Spinelli,288,English,3.82,40424,3398,Young Adult,2,1,0,Fiction,Realistic Fiction,2007,Knopf Books for Young Readers
2007,Shadow Souls,L.J. Smith,599,English,3.77,37234,1120,Paranormal,12,1,0,Vampires,Young Adult,2010,HarperCollins Publishers
2008,Pollyanna,Eleanor H. Porter,304,English,3.99,81523,2449,Classics,4,1,0,Fiction,Childrens,2002,Aladdin
2009,Nevernight,Jay Kristoff,429,English,4.2,72403,12007,Fantasy,0,1,0,Young Adult,Fiction,2016,St. Martin's Press
2010,Pygmalion,George Bernard Shaw,82,English,3.89,94596,2686,Classics,4,1,0,Plays,Fiction,1994,Dover Publications
2011,The Candidate and other stories,Samuel R. George,192,English,4.33,596,12,Contemporary,13,1,0,Book Club,Drama,2019,Liminal Books
2012,Immortality,Milan Kundera,400,English,4.14,33031,1935,Fiction,1,0,1,Philosophy,European Literature,1998,Faber and Faber
2013,The Secret Keeper,Kate Morton,484,English,4.12,149863,15006,Historical,6,1,0,Historical Fiction,Fiction,2012,Atria
2014,Take My Heart,J.J. Sorel,289,English,4.29,368,30,Book Club,-1,1,0,Contemporary,Novels,2019,self
2015,Stones (One True Child #5),L.C. Conn,327,English,4.3,456,11,Book Club,-1,1,0,Novels,Fiction,2019,Liminal Books (Between the Lines Publishing)
2016,This Side of the Grave,Jeaniene Frost,357,English,4.25,61950,2478,Paranormal,12,1,0,Vampires,Fantasy,2011,Avon
2017,A Summer of Good-Byes (Blue Triangle Press Book 2),Fred Misurella,613,English,4.35,1655,22,Fiction,1,1,0,Novels,Adult,2017,Blue Triangle Press
2018,Towers of Midnight,Robert Jordan,863,English,4.42,137549,3341,Fantasy,0,1,0,Fiction,Fantasy,2010,Tom Doherty Associates TOR Fantasy
2019,In the Miso Soup,Ryū Murakami,217,English,3.6,21956,2039,Horror,9,1,0,Fiction,Cultural,2006,Penguin
2020,The Miracle of Forgiveness,Spencer W. Kimball,376,English,4.35,15327,607,Religion,-1,0,1,Christianity,Lds,1997,Bookcraft Pubs
2021,The Game of Kings,Dorothy Dunnett,543,English,4.1,9579,1181,Historical,6,1,0,Historical Fiction,Fiction,1997,Vintage
2022,When You Reach Me,Rebecca Stead,199,English,4.05,107905,12395,Young Adult,2,1,0,Childrens,Middle Grade,2009,Wendy Lamb Books
2023,Dreams of Gods & Monsters,Laini Taylor,613,English,4.1,106707,11660,Fantasy,0,1,0,Young Adult,Romance,2014,"Little, Brown & Company"
2024,Resonance,Nelou Keramati,350,English,4.11,325,196,Fantasy,0,1,0,Young Adult,Romance,2016,Finch Hill Publishing Inc.
2025,"Theory of People: Understanding Behaviors, Business, Economics, Feelings, and the Mind",Jakub Lasak,73,English,4.13,202,21,Psychology,-1,0,1,Business,Nonfiction,2020,Jakub Lasak
2026,Dorothy Must Die,Danielle  Paige,452,English,3.81,76626,10375,Fantasy,0,1,0,Young Adult,Retellings,2014,HarperCollins
2027,The Complete Short Stories of Ernest Hemingway,Ernest Hemingway,650,English,4.29,34345,909,Short Stories,-1,1,0,Fiction,Classics,1998,Scribner
2028,Prince of Wolves,Quinn Loftis,230,English,4.02,38928,2808,Fantasy,0,1,0,Paranormal,Young Adult,2011,Corgi
2029,A Memory of Light,Robert Jordan,912,English,4.5,121240,6715,Fantasy,0,1,0,Fiction,Fantasy,2013,Tor Books
2030,Legend,David Gemmell,345,English,4.27,28563,1388,Fantasy,0,1,0,Fiction,Fantasy,1994,Ballantine Books
2031,Strange Angels,Lili St. Crow,293,English,3.78,41897,2194,Young Adult,2,1,0,Fantasy,Paranormal,2009,Razorbill
2032,A Million Suns,Beth Revis,386,English,4.01,54496,4082,Young Adult,2,1,0,Science Fiction,Science Fiction,2012,Razorbill
2033,God's Spy,Juan Gomez-Jurado,368,English,3.78,4395,436,Thriller,11,1,0,Fiction,Mystery,2007,Dutton
2034,The End,Lemony Snicket,324,English,4.01,96397,4795,Fiction,1,1,0,Young Adult,Childrens,2006,HarperCollins Publishers
2035,The Burning Bridge,John Flanagan,262,English,4.31,109994,3334,Fantasy,0,1,0,Young Adult,Adventure,2006,Philomel Books
2036,Monstrous Regiment,Terry Pratchett,496,English,4.16,70690,2074,Fantasy,0,1,0,Fiction,Humor,2003,Vintage International
2037,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,916,English,4.22,178413,7528,History,17,0,1,Nonfiction,Biography,2006,Simon & Schuster
2038,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,208,English,4.6,51853,447,Sequential Art,10,1,0,Comics,Humor,1995,Andrews McMeel Publishing
2039,Angelfire,Courtney Allison Moulton,453,English,3.93,29765,2031,Paranormal,12,1,0,Angels,Young Adult,2011,HarperCollins / Katherine Tegen Books
2040,Written on the Body,Jeanette Winterson,190,English,4.07,25788,1874,Fiction,1,0,1,LGBT,LGBT,1994,Vintage International
2041,Willow,Julia Hoban,329,English,3.91,31886,2003,Young Adult,2,1,0,Romance,Contemporary,2009,Dial Books
2042,The Summer Garden,Paullina Simons,742,English,4.09,27747,2276,Historical,6,1,0,Historical Fiction,Romance,2007,HarperCollins
2043,Fire Study,Maria V. Snyder,441,English,3.9,62338,4013,Fantasy,0,1,0,Young Adult,Fantasy,2008,Mira
2044,Holly Jolly: Campfire Stories,J.K. Franko Jr.,102,English,4.33,6912,14,Childrens,14,1,0,Drama,Contemporary,2020,Vintage
2045,Firestarter,Stephen King,403,English,3.89,204855,3720,Horror,9,1,0,Fiction,Thriller,1998,Signet
2046,Lover at Last,J.R. Ward,608,English,4.28,67848,6194,Fantasy,0,1,0,Paranormal,Romance,2013,NAL
2047,V.,Thomas Pynchon,640,French,3.95,23431,1135,Fiction,1,1,0,Classics,Literature,2001,Seuil
2048,Scars and Voices: And Other Stories,Adam Carpenter Welles,102,English,4.47,186,3,Book Club,-1,1,0,Fiction,Drama,2019,Nan A. Talese
2049,Stillhouse Lake,Rachel Caine,301,English,4.1,136420,9538,Thriller,11,1,0,Mystery,Fiction,2017,Thomas & Mercer
2050,The Thousand Autumns of Jacob de Zoet,David Mitchell,479,English,3.96,65805,6272,Fiction,1,1,0,Historical,Historical Fiction,2010,Random House
2051,My Sister's Grave,Robert Dugoni,410,English,4.06,139775,6706,Mystery,8,1,0,Fiction,Thriller,2014,Thomas & Mercer
2052,Nutshell,Ian McEwan,208,English,3.67,47527,5819,Fiction,1,1,0,Contemporary,Mystery,2016,Nan A. Talese
2053,The Tale of the Body Thief,Anne Rice,468,English,3.73,81837,1501,Horror,9,1,0,Fantasy,Paranormal,2005,Ballantine Books
2054,A Widow for One Year,John Irving,576,English,3.76,59209,2752,Fiction,1,0,1,Contemporary,Literature,2004,Ballantine Books
2055,Chess Story,Stefan Zweig,104,English,4.27,89731,6285,Fiction,1,1,0,Classics,European Literature,2005,NYRB Classics
2056,Revelations,Melissa de la Cruz,264,English,3.89,77931,1656,Young Adult,2,1,0,Paranormal,Vampires,2008,Hyperion Books for Children
2057,Postmortem,Patricia Daniels Cornwell,342,English,4.02,227477,3213,Mystery,8,1,0,Mystery,Crime,2003,Pocket Books
2058,Tell Me Your Dreams,Sidney Sheldon,384,English,3.97,51653,2008,Fiction,1,1,0,Thriller,Mystery,1999,Vision
2059,Oblomov,Ivan Goncharov,586,English,4.1,32782,1311,Classics,4,1,0,Fiction,Cultural,2006,Bunim & Bannigan Ltd
2060,Anathem,Neal Stephenson,937,English,4.14,70717,5048,Science Fiction,7,1,0,Fiction,Fantasy,2008,William Morrow
2061,Bitterblue,Kristin Cashore,576,English,3.98,114839,8535,Fantasy,0,1,0,Young Adult,Romance,2012,Dial
2062,Tell Me Your Dreams,Sidney Sheldon,384,English,3.97,51669,2008,Fiction,1,1,0,Thriller,Mystery,1999,Vision
2063,Obsidian Butterfly,Laurell K. Hamilton,596,English,4.07,63687,1539,Fantasy,0,1,0,Urban Fantasy,Paranormal,2002,Berkley Books
2064,Every Which Way But Dead,Kim Harrison,501,English,4.27,69909,1521,Fantasy,0,1,0,Urban Fantasy,Fantasy,2005,HarperTorch
2065,The Stars My Destination,Alfred Bester,258,English,4.09,47005,3006,Science Fiction,7,1,0,Fiction,Classics,1996,Vintage
2066,Captive Prince: Volume Two,C.S. Pacat,216,English,4.38,51338,5690,Fantasy,0,1,0,Romance,LGBT,2012,Pageturners
2067,Obsidian Butterfly,Laurell K. Hamilton,596,English,4.07,63683,1539,Fantasy,0,1,0,Urban Fantasy,Paranormal,2002,Berkley Books
2068,The Mountain's Morning Song,William Graney,346,English,4.43,284,7,Book Club,-1,1,0,Novels,Drama,2019,Bloomsbury USA
2069,The Nanny Diaries,Emma McLaughlin,306,English,3.44,375613,5395,Fiction,1,1,0,Womens Fiction,Chick Lit,2003,St. Martins Press-3PL
2070,Angel,James Patterson,298,English,4.01,49314,2002,Young Adult,2,1,0,Fantasy,Science Fiction,2011,Pageturners
2071,The Soldier's Wife,Margaret Leroy,404,English,3.9,14421,1532,Historical,6,1,0,Historical Fiction,Fiction,2011,Hachette Books
2072,The Bone Season,Samantha Shannon,466,English,3.78,71358,9306,Fantasy,0,1,0,Young Adult,Science Fiction,2013,Bloomsbury USA
2073,Stuart Little,E.B. White,131,English,3.9,117431,3134,Childrens,14,1,0,Classics,Fiction,2006,HarperCollins
2074,The Wide Window,Lemony Snicket,214,English,3.93,176037,5472,Fiction,1,1,0,Young Adult,Childrens,2000,HarperCollins Publishers
2075,Mila 18,Leon Uris,563,English,4.3,24436,601,Historical,6,1,0,Historical Fiction,Fiction,1983,Bantam
2076,Hate List,Jennifer Brown,405,English,3.99,61568,5402,Young Adult,2,1,0,Contemporary,Fiction,2009,"Little, Brown Books for Young Readers"
2077,As a Man Thinketh,James Allen,80,English,4.25,69444,4111,Self Help,-1,0,1,Nonfiction,Philosophy,2006,TarcherPerigee
2078,The Trumpet of the Swan,E.B. White,252,English,4.08,73308,2588,Classics,4,1,0,Childrens,Fiction,2000,HarperTrophy
2079,The Immortals of Meluha,Amish Tripathi,436,English,4.11,110919,6217,Fiction,1,1,0,Fantasy,Fantasy,2010,Westland
2080,Sentinel,Jennifer L. Armentrout,297,English,4.46,37793,3657,Fantasy,0,1,0,Young Adult,Fantasy,2013,Spencer Hill Press
2081,The Dark Elf Trilogy Collector's Edition,R.A. Salvatore,808,English,4.34,26827,529,Fantasy,0,1,0,Dungeons and Dragons,Forgotten Realms,2000,Wizards of the Coast
2082,Crossing to Safety,Wallace Stegner,368,English,4.16,41070,5534,Fiction,1,1,0,Classics,Literary Fiction,2002,Modern Library
2083,The Shelters of Stone,Jean M. Auel,891,English,3.83,45358,1360,Historical,6,1,0,Historical Fiction,Fiction,2004,Bantam
2084,Cane River,Lalita Tademy,522,English,4.07,47150,2171,Historical,6,1,0,Historical Fiction,Fiction,2002,Grand Central Publishing
2085,The Mysterious Benedict Society and the Perilous Journey,Trenton Lee Stewart,440,English,4.2,49360,2835,Mystery,8,1,0,Fiction,Childrens,2008,"Little, Brown and Company"
2087,True Believer,Nicholas Sparks,465,English,3.81,81484,3100,Romance,3,1,0,Fiction,Womens Fiction,2006,Grand Central Publishing
2088,Spell Bound,Rachel Hawkins,327,English,4.05,60796,4177,Young Adult,2,1,0,Fantasy,Fantasy,2012,Hyperion Book CH
2089,Tiger's Quest,Colleen Houck,479,English,4.31,37752,2877,Fantasy,0,1,0,Young Adult,Romance,2011,Sterling Publishing
2090,Trickster's Queen,Tamora Pierce,496,English,4.23,61260,1080,Fantasy,0,1,0,Young Adult,Fiction,2017,Ember
2091,Kings Rising,C.S. Pacat,385,English,4.43,43900,5859,Fantasy,0,1,0,LGBT,Romance,2016,Penguin Group Australia
2092,Night Pleasures,Sherrilyn Kenyon,309,English,4.18,77254,2944,Fantasy,0,1,0,Paranormal,Romance,2009,St. Martin's Press
2093,My Side of the Mountain,Jean Craighead George,192,English,4.06,69192,3683,Fiction,1,1,0,Young Adult,Classics,2004,Puffin Books
2094,The Miserable Mill,Lemony Snicket,194,English,3.85,154916,4481,Fiction,1,1,0,Young Adult,Childrens,2000,"Scholastic, Inc."
2095,The Ersatz Elevator,Lemony Snicket,259,English,4.03,132719,3706,Fiction,1,1,0,Young Adult,Childrens,2001,HarperCollins Publishers
2096,The Player of Games,Iain M. Banks,293,English,4.26,65223,2812,Science Fiction,7,1,0,Fiction,Space,1997,HarperPrism
2097,The Fires of Heaven,Robert Jordan,912,English,4.16,155912,3689,Fiction,1,1,0,Fantasy,Epic Fantasy,1994,Orbit
2098,Plain Truth,Jodi Picoult,405,English,3.97,173241,7436,Fiction,1,1,0,Mystery,Contemporary,2004,Atria Books
2099,Stalking Jack the Ripper,Kerri Maniscalco,337,English,3.98,89406,15140,Historical,6,1,0,Historical Fiction,Mystery,2016,Jimmy Patterson
2100,Be More Pirate: Or How to Take On the World and Win,Sam Conniff,290,English,3.89,1397,185,Nonfiction,5,0,1,Business,Self Help,2018,Portfolio Penguin
2101,Secrets of the Dragon Sanctuary,Brandon Mull,535,English,4.38,80156,3180,Fantasy,0,1,0,Young Adult,Fiction,2009,Shadow Mountain
2102,The Gift of the Magi,O. Henry,26,English,4.1,87404,2141,Classics,4,1,0,Short Stories,Fiction,2006,Simon  Schuster Books for Young Readers
2103,Renegades,Marissa Meyer,556,English,4.14,98276,13252,Fantasy,0,1,0,Young Adult,Science Fiction,2017,Feiwel & Friends
2104,White Hot Kiss,Jennifer L. Armentrout,400,English,4.2,64676,6803,Fantasy,0,1,0,Fantasy,Paranormal,2019,Inkyard Press
2105,The Woman in the Dunes,Kōbō Abe,241,English,3.91,25807,2186,Fiction,1,1,0,Cultural,Japan,1991,Vintage
2106,London,Edward Rutherfurd,1152,English,4.06,29459,1740,Historical,6,1,0,Historical Fiction,Fiction,2002,Ballantine Books
2107,Nation,Terry Pratchett,367,English,4.09,33201,2984,Fantasy,0,1,0,Young Adult,Fiction,2008,HarperCollins
2108,Perelandra,C.S. Lewis,288,English,3.97,46795,2715,Science Fiction,7,1,0,Fiction,Fantasy,2005,HarperCollins
2109,An Echo in the Darkness,Francine Rivers,461,English,4.6,46026,1894,Christian Fiction,-1,1,0,Historical,Historical Fiction,1994,Tyndale House Publishers
2110,A Tale for the Time Being,Ruth Ozeki,432,English,4.01,97690,12090,Fiction,1,1,0,Cultural,Japan,2013,Viking
2111,The Civil War: A Narrative,Shelby Foote,2934,English,4.54,7370,357,History,17,0,1,Military History,Civil War,2006,Random House
2112,The Forsyte Saga,John Galsworthy,872,English,4.17,18911,891,Classics,4,1,0,Fiction,Historical,1999,Oxford University Press
2113,The Austere Academy,Lemony Snicket,221,English,3.98,146973,4209,Fiction,1,1,0,Young Adult,Childrens,2000,HarperCollins US
2114,Heart-Shaped Box,Joe Hill,376,English,3.84,118549,9386,Horror,9,1,0,Fiction,Thriller,2007,William Morrow
2115,Death in Venice,Thomas Mann,142,English,3.73,43277,2573,Classics,4,1,0,Fiction,European Literature,2005,Ecco
2116,Conjunction,A.D. Zoltan,312,English,4.38,56,3,Science Fiction,7,1,0,Fiction,Philosophy,2019,Amazon Independent Publishing
2117,"The History of Tom Jones, a Foundling",Henry Fielding,975,English,3.75,31970,1131,Classics,4,1,0,Fiction,Literature,2005,Penguin Books
2118,Hell's Angels,Hunter S. Thompson,295,French,3.97,45123,1624,Nonfiction,5,0,1,History,Writing,2000,Robert Laffont
2119,The Love Song of J. Alfred Prufrock and Other Poems,T.S. Eliot,44,English,4.32,19577,318,Poetry,15,1,0,Classics,Fiction,1976,Ameron
